,text
3097,mary_tom11 mancunianmedic maxinedance helenrsalisbury mhragovuk thanks way expert 
3098,borisjohnson le hyperbole action get army involved role 24 7 health worke 
3099,vaccination thankyou amazing scientist across world worked tirelessly 
3100,donloose customer exagerated wait time use virtual waiting app 
3101,new national protocol vaccine whatrelief thanks catholie bh_pharmacy lead governance 
3102,medium platform january 7 reported atikuformer vice president fir 
3103,brother dr martim getting covid vaccine 
3104,thank enherts 
3105,delighted vaccine today lt 3 wait 2nd dose feel bit safe place work 
3106,english lit possible side effect pfizer biontech v 
3107,helping nation nh deliver covid vaccine managed inject lot lot eligible individual great effici 
3108,dose 
3109,scarce supply cumbersome paperworklack aged immobile population ha 
3110,covid 19 vaccine administered yorkteachingnhs today efficient amp everyone high spirit well 
3111,happy gotten first dose covid 19 vaccine yesterday 
3112,faheemyounus dear drwould like ask best window administer vaccine 
3113,ok almost 48 since 2nd dose pfizer covid vaccine andam symptom free assaidonly felt really bad 12 
3114,katalin karikóbiochemist working company partnered produce one first 
3115,keir_starmer daverain husband aunt jab christmashad mine aft 
3116,e learning onsunday casem needed work vaccination hub leedsandyorkpft 
3117,42 hour post second dose covid 19 vaccine andfeel fabulous arm soreness f 
3118,get vaccine absolute idiot 
3119,dj_breathnach say dj said data demonstrate protection afte 
3120,get chance take vaccinewould take thanks colleague greatormondst 
3121,firstam 70 immortal 
3122,vaccine breastfeeding tiny human came today whenwas vaccinated exclusively bre 
3123,amp husband completed vaccination hope get 
3124,getting vaccinated today 
3125,vaccinated well first dose least encourage everyone get soon available help defeat v 
3126,never excited get stabbed arm thank wilbur uclh taking much care despite slig 
3127,managed dodge 2020 morning got first dose vaccine westsuffolknhs 
3128,avilalipsett jessica_anhold woefully behind country way ahead smartly ordered 
3129,nothing itjust fear spread order push vaccination itabout profit p 
3130,temp sort craziness went 40 5couple time itnowjolly 38 4 
3131,vaccine 70c 15 university fridg 
3132,first dose vaccine today ruhbath truly impressed see arrangement high prais 
3133,isnenough word say gratefulam received first today 
3134,discover todayfront page 
3135,today isgood day sometimes nh staff isgood thing 
3136,feel privileged received yesterday everyone around world 
3137,dover_is used tiffany photo profile inter 
3138,puzzled science itdidnhear citing anything also part agreement 
3139,piersmorganm glad asked kitmalthouse second jab elderly 81 year old nan shi 
3140,first covid 19 vaccine yesterday evening thanks westsuffolknhs opportunity armlittle tender 
3141,could withdraw vaccine supply quebec two dose schedule followed legault 
3142,joe biden take second shot vaccine opposition want pm modi 
3143,pmoindia pfizer pfizer getting approved india drharshvardhan 
3144,would happily go get vaccine 24 hoursday letget done asap delay 
3145,simple video comparing 3 vaccine currently available uk three covid 19 vaccine 
3146,parthaskar parody_rcgp orthopodreg roshanamn doctor_oxford ukgastrodr abbiesbrooks delaying 
3147,comfortable 
3148,cheryldewitt10 our_da jsteenhuisen american said vaccine also mutation 
3149,got dash 19 test morning hella nervous cross fingersm negative 
3150,got second covid shot afternoon 3 hr glucose tolerance test moved tomorrow morning shou 
3151,pic didnhappen covid vaccine full disclosure next 24 hour felt like 18 wheeler still bet 
3152,hit 1 2mil vaccination today 3x good keep month resource 
3153,dose arm feeling thankful grateful letget moving get ppl vaccina 
3154,took pzifer vaccine dose 2 yesterday today knocked feetfeel likeve hit bymac 
3155,vaccine associated selfie disorder vasd 
3156,got first dose covid vaccine today part stop spread move mess 
3157,raise production target year 21 two billion january 11 2021 23 25 hkt 
3158,usa thay covid anymore thing thay isjoebiden virus 
3159,gpdiarist nadhimzahawi doctorshaib itvery complex therea separate rule hcws 
3160,govmurphy send national guard get dos vaccine buy directly governor stand bull 
3161,late nh missive say booster delayed 12 week get many people 1st do 
3162,choice vaccine someone take given people mandated government 
3163,first dose thank dedicated scientist paused career develop 
3164,received second dose covid 19 vaccinereceived vaccine protect family co worker 
3165,todayhave first dose vaccine forever grateful whole team 
3166,got onward good day herehoping clinic day tomorrow 
3167,done got mineonly urge rest follow 
3168,prophecy state everyone receive mark beast without wonbe able buy sell 
3169,slick operation wythenshawehosp covid vaccination felt quite overwhelmed enormity ha 
3170,khameneired crescent announcedban import 150 000 
3171,antonioguterres khameneiban purchase 
3172,maryam_rajavi khameneired crescent announcedban import 150 000 
3173,mom got first dose covid19 vaccine happy family fight onli 
3174,krishgmvaccine 3am next week office hour inmonth tricky onem shielding jcvi group 4 plea 
3175,chemistdruggist mwphillipsc knightspharmacy pharmacyhour look greatwas involved role 
3176,boosted 2021 delivery target vaccine 2 billion dos 1 3 bil 
3177,death toll exceeds199 300 maryam_rajavi khameneired crescent announcedban importing1 
3178,day 1 post covid vaccine aside fromhalf dead arm mild headachem feeling good mostly gratefu 
3179,heidigiokos enca take take thanks 
3180,delighted get 1st dose mercy hospital today thanks much 
3181,well thatme got text change gap 2nd dose 
3182,happy family friendscouple 80who got call today vaccination app 
3183,privileged receive dose case death patient soar 
3184,grateful received today yorkteachingnhs thank staff volunteer running 
3185,first apparent dead shocking true 
3186,grandma amp grandad 84 85 dos already bu 
3187,feeling extremely thankful able get first covid 19 vaccine vaccine cool 
3188,honestly number time get jab arm repeated last week politi 
3189,fortunate get first dose covid 19 vaccine saturday 
3190,ok 2 question response thek 1 evidence 12wk gap retains 
3191,ecoronapass launch optimized software platform facilitate covid 19 test vaccination nationwide 
3192,bbcnews group prone contracting aged 80 amp vulnerable within group 
3193,proud get first dose pfizer vaccine morning incredibly grateful scientist made 
3194,grateful get first dose covid vaccine today thanks umichmedicinedo reco 
3195,83 yo mom amp whole alf got first dose ofvaccine lab helped developdidnexpect tear 
3196,joolyjooly excellent news ita great small step eh thankfully friday night gp surgery phoned mother 
3197,received first dose vaccine morning thank dr sahin amp dr tureciam enormously 
3198,got msehospitals amp really clinic amazingly organised great set th 
3199,1st dose vaccine done many thanks hard working ambulancenas colleague al 
3200,thank something celebrate today covid got go 
3201,covid vaccine vaccine vaccine minor soreness vaccine stay tuned update 
3202,got covid vaccine today 
3203,cubanosconbiden 75 year old asthmatic mother got first covid vaccine shot andcouldnbe happy 
3204,vaccine grateful dukehealth providing vaccine protecting staff community cov 
3205,4 400 adverse event reported u receiving pfizer biontech vaccine 0 2 175 case 
3206,wife miami obstetrician dr gregory michael blamed death itp 
3207,federation fbih entity secured called cold chain vaccine transportation 
3208,second dose vaccine done 
3209,quick antibody run kick week vacation rather vaccication get shot mask stay distanced 
3210,stephenbrownwf artboy1 get gotgood chance johnson also another pr 
3211,inc biontech se raised vaccine production target year 2 billion shot 
3212,vacciné got first jab vaccine 
3213,feellittle headachey amp tired 2nd identical howfelt la 
3214,got first covid 19 vaccine would definitely encourage others 
3215,glad joining vaccine positive cohort impressed process friendly staff everywhere despit 
3216,donknow anything butm ready 95 effectiveness 7 day done 
3217,privileged get pfizer biontech vaccine colleague today still social distance still 
3218,country administered number dos number v 
3219,must administered within five day leaf main st 
3220,proof reside selangor ic 
3221,fuck 
3222,pls speak mrna 100 dna never worked 
3223,update side effect vaccinereceived day0 feeling good day1 yesterday afternoon 
3224,80 amp 81 oldie 2nd vaccine weekend thanks amazing gp 
3225,triumph science collaboration 
3226,last two day 2020 clinical centre began vaccinating healthcare worker aga 
3227,happy receive mycan confirm main side effect indeed euphoria thank 
3228,ordinary joe president biden get second dose time monday exactly according fda 
3229,gon na settle anything le best pfizer 
3230,eddwilson olivers_aunty paul_astell nadhimzahawi doctorshaib delaying booster 
3231,listed covid 19 vaccine emergency use validation open door count 
3232,healthdpt morning vaccine ni 
3233,death toll exceeds199 300 maryam_rajavi khameneired crescent announcedban importing15 
3234,sovolunteered 30th december told second dose would within 28 day govt cha 
3235,whoever get isreptilian 
3236,whatexcuse ofso called fordnation realize ispandemic publ 
3237,received second dose today feeling canwait colleague frie 
3238,feeling great grateful researcher fr 
3239,itbeen several hour since first dose injection site islittle sore andh 
3240,normal time would todayheadline 
3241,wish everyone access butwas vaccinated able 
3242,effort india bring mrna vaccine made moderna pfizer biontech necessary h 
3243,couldnwait get vaccine owe gift scientist emergency worker worked behind th 
3244,np_chat whitney nm gi fully vaccinated grateful 
3245,danielbleakley hand think morrison government family get vaccine 
3246,couple vaxxed unspeakable gratitude scientist healthcare worker food industry worker people tr 
3247,received booster shot 2 pfizer biontech vaccine today 
3248,dose 2 
3249,62 per cent efficacy leaf many people consider 95 p 
3250,someone point wherecan find late data vaccination info scarce andm 
